YEAR,category,aktor,film,type
2019,ACTRESS IN A LEADING ROLE,Yalitza Aparicio,"""Roma""",nominee
2019,ACTRESS IN A LEADING ROLE,Glenn Close,"""The Wife""",nominee
2019,ACTRESS IN A LEADING ROLE,Lady Gaga,"""A Star Is Born""",nominee
2019,ACTRESS IN A LEADING ROLE,Melissa McCarthy,"""Can You Ever Forgive Me?""",nominee
2019,ACTRESS IN A SUPPORTING ROLE,Amy Adams,"""Vice""",nominee
2019,ACTRESS IN A SUPPORTING ROLE,Marina de Tavira,"""Roma""",nominee
2019,ACTRESS IN A SUPPORTING ROLE,Emma Stone,"""The Favourite""",nominee
2019,ACTRESS IN A SUPPORTING ROLE,Rachel Weisz,"""The Favourite""",nominee
2019,ANIMATED FEATURE FILM,Brad Bird,"""Incredibles 2""",nominee
2019,ANIMATED FEATURE FILM,John Walker,"""Incredibles 2""",nominee
2019,ANIMATED FEATURE FILM,Nicole Paradis Grindle,"""Incredibles 2""",nominee
2019,ANIMATED FEATURE FILM,Wes Anderson,"""Isle of Dogs""",nominee
2019,ANIMATED FEATURE FILM,Scott Rudin,"""Isle of Dogs""",nominee
2019,ANIMATED FEATURE FILM,Steven Rales,"""Isle of Dogs""",nominee
2019,ANIMATED FEATURE FILM,Jeremy Dawson,"""Isle of Dogs""",nominee
2019,ANIMATED FEATURE FILM,Mamoru Hosoda,"""Mirai""",nominee
2019,ANIMATED FEATURE FILM,Yuichiro Saito,"""Mirai""",nominee
2019,ANIMATED FEATURE FILM,Rich Moore,"""Ralph Breaks the Internet""",nominee
2019,ANIMATED FEATURE FILM,Phil Johnston,"""Ralph Breaks the Internet""",nominee
2019,ANIMATED FEATURE FILM,Clark Spencer,"""Ralph Breaks the Internet""",nominee
2019,CINEMATOGRAPHY,Lukasz Zal,"""Cold War""",nominee
2019,CINEMATOGRAPHY,Robbie Ryan,"""The Favourite""",nominee
2019,CINEMATOGRAPHY,Caleb Deschanel,"""Never Look Away""",nominee
2019,CINEMATOGRAPHY,Matthew Libatique,"""A Star Is Born""",nominee
2019,COSTUME DESIGN,Mary Zophres,"""The Ballad of Buster Scruggs""",nominee
2019,COSTUME DESIGN,Sandy Powell,"""The Favourite""",nominee
2019,COSTUME DESIGN,Sandy Powell,"""Mary Poppins Returns""",nominee
2019,COSTUME DESIGN,Alexandra Byrne,"""Mary Queen of Scots""",nominee
2019,DIRECTING,Spike Lee,"""BlacKkKlansman""",nominee
2019,DIRECTING,Pawel Pawlikowski,"""Cold War""",nominee
2019,DIRECTING,Yorgos Lanthimos,"""The Favourite""",nominee
2019,DIRECTING,Adam McKay,"""Vice""",nominee
2019,DOCUMENTARY (Feature),RaMell Ross,"""Hale County This Morning, This Evening""",nominee
2019,DOCUMENTARY (Feature),Joslyn Barnes,"""Hale County This Morning, This Evening""",nominee
2019,DOCUMENTARY (Feature),Su Kim,"""Hale County This Morning, This Evening""",nominee
2019,DOCUMENTARY (Feature),Bing Liu,"""Minding the Gap""",nominee
2019,DOCUMENTARY (Feature),Diane Quon,"""Minding the Gap""",nominee
2019,DOCUMENTARY (Feature),Talal Derki,"""Of Fathers and Sons""",nominee
2019,DOCUMENTARY (Feature),Ansgar Frerich,"""Of Fathers and Sons""",nominee
2019,DOCUMENTARY (Feature),Eva Kemme,"""Of Fathers and Sons""",nominee
2019,DOCUMENTARY (Feature),Tobias N. Siebert,"""Of Fathers and Sons""",nominee
2019,DOCUMENTARY (Feature),Betsy West,"""RBG""",nominee
2019,DOCUMENTARY (Feature),Julie Cohen,"""RBG""",nominee
2019,DOCUMENTARY (Short Subject),Ed Perkins,"""Black Sheep""",nominee
2019,DOCUMENTARY (Short Subject),Jonathan Chinn,"""Black Sheep""",nominee
2019,DOCUMENTARY (Short Subject),Rob Epstein,"""End Game""",nominee
2019,DOCUMENTARY (Short Subject),Jeffrey Friedman,"""End Game""",nominee
2019,DOCUMENTARY (Short Subject),Skye Fitzgerald,"""Lifeboat""",nominee
2019,DOCUMENTARY (Short Subject),Bryn Mooser,"""Lifeboat""",nominee
2019,DOCUMENTARY (Short Subject),Marshall Curry,"""A Night at The Garden""",nominee
2019,FILM EDITING,Barry Alexander Brown,"""BlacKkKlansman""",nominee
2019,FILM EDITING,Yorgos Mavropsaridis,"""The Favourite""",nominee
2019,FILM EDITING,Patrick J. Don Vito,"""Green Book""",nominee
2019,FILM EDITING,Hank Corwin,"""Vice""",nominee
2019,FOREIGN LANGUAGE FILM,Lebanon,"""Capernaum""",nominee
2019,FOREIGN LANGUAGE FILM,Poland,"""Cold War""",nominee
2019,FOREIGN LANGUAGE FILM,Germany,"""Never Look Away""",nominee
2019,FOREIGN LANGUAGE FILM,Japan,"""Shoplifters""",nominee
2019,MAKEUP AND HAIRSTYLING,Göran Lundström,"""Border""",nominee
2019,MAKEUP AND HAIRSTYLING,Pamela Goldammer,"""Border""",nominee
2019,MAKEUP AND HAIRSTYLING,Jenny Shircore,"""Mary Queen of Scots""",nominee
2019,MAKEUP AND HAIRSTYLING,Marc Pilcher,"""Mary Queen of Scots""",nominee
2019,MAKEUP AND HAIRSTYLING,Jessica Brooks,"""Mary Queen of Scots""",nominee
2019,MUSIC (Original Score),Terence Blanchard,"""BlacKkKlansman""",nominee
2019,MUSIC (Original Score),Nicholas Britell,"""If Beale Street Could Talk""",nominee
2019,MUSIC (Original Score),Alexandre Desplat,"""Isle of Dogs""",nominee
2019,MUSIC (Original Score),Marc Shaiman,"""Mary Poppins Returns""",nominee
2019,MUSIC (Original Song),Kendrick Lamar,"""Black Panther""",nominee
2019,MUSIC (Original Song),"Mark ""Sounwave"" Spears","""Black Panther""",nominee
2019,MUSIC (Original Song),"Anthony ""Top Dawg"" Tiffith","""Black Panther""",nominee
2019,MUSIC (Original Song),Kendrick Lamar,"""Black Panther""",nominee
2019,MUSIC (Original Song),SZA,"""Black Panther""",nominee
2019,MUSIC (Original Song),"Anthony ""Top Dawg"" Tiffith","""Black Panther""",nominee
2019,MUSIC (Original Song),Diane Warren,"""RBG""",nominee
2019,MUSIC (Original Song),Marc Shaiman,"""Mary Poppins Returns""",nominee
2019,MUSIC (Original Song),Scott Wittman,"""Mary Poppins Returns""",nominee
2019,MUSIC (Original Song),Marc Shaiman,"""Mary Poppins Returns""",nominee
2019,MUSIC (Original Song),Gillian Welch,"""The Ballad of Buster Scruggs""",nominee
2019,MUSIC (Original Song),David Rawlings,"""The Ballad of Buster Scruggs""",nominee
2019,BEST PICTURE,Kevin Feige,"""Black Panther""",nominee
2019,BEST PICTURE,Sean McKittrick,"""BlacKkKlansman""",nominee
2019,BEST PICTURE,Jason Blum,"""BlacKkKlansman""",nominee
2019,BEST PICTURE,Raymond Mansfield,"""BlacKkKlansman""",nominee
2019,BEST PICTURE,Jordan Peele,"""BlacKkKlansman""",nominee
2019,BEST PICTURE,Spike Lee,"""BlacKkKlansman""",nominee
2019,BEST PICTURE,Graham King,"""Bohemian Rhapsody""",nominee
2019,BEST PICTURE,Ceci Dempsey,"""The Favourite""",nominee
2019,BEST PICTURE,Ed Guiney,"""The Favourite""",nominee
2019,BEST PICTURE,Lee Magiday,"""The Favourite""",nominee
2019,BEST PICTURE,Yorgos Lanthimos,"""The Favourite""",nominee
2019,BEST PICTURE,Gabriela Rodríguez,"""Roma""",nominee
2019,BEST PICTURE,Alfonso Cuarón,"""Roma""",nominee
2019,BEST PICTURE,Bill Gerber,"""A Star Is Born""",nominee
2019,BEST PICTURE,Bradley Cooper,"""A Star Is Born""",nominee
2019,BEST PICTURE,Lynette Howell Taylor,"""A Star Is Born""",nominee
2019,BEST PICTURE,Dede Gardner,"""Vice""",nominee
2019,BEST PICTURE,Jeremy Kleiner,"""Vice""",nominee
2019,BEST PICTURE,Adam McKay,"""Vice""",nominee
2019,BEST PICTURE,Kevin Messick,"""Vice""",nominee
2019,PRODUCTION DESIGN,Fiona Crombie,"""The Favourite""",nominee
2019,PRODUCTION DESIGN,Alice Felton,"""The Favourite""",nominee
2019,PRODUCTION DESIGN,Nathan Crowley,"""First Man""",nominee
2019,PRODUCTION DESIGN,Kathy Lucas,"""First Man""",nominee
2019,PRODUCTION DESIGN,John Myhre,"""Mary Poppins Returns""",nominee
2019,PRODUCTION DESIGN,Gordon Sim,"""Mary Poppins Returns""",nominee
2019,PRODUCTION DESIGN,Eugenio Caballero,"""Roma""",nominee
2019,PRODUCTION DESIGN,Bárbara Enríquez,"""Roma""",nominee
2019,SHORT FILM (Animated),Alison Snowden,"""Animal Behaviour""",nominee
2019,SHORT FILM (Animated),David Fine,"""Animal Behaviour""",nominee
2019,SHORT FILM (Animated),Louise Bagnall,"""Late Afternoon""",nominee
2019,SHORT FILM (Animated),Nuria González Blanco,"""Late Afternoon""",nominee
2019,SHORT FILM (Animated),Andrew Chesworth,"""One Small Step""",nominee
2019,SHORT FILM (Animated),Bobby Pontillas,"""One Small Step""",nominee
2019,SHORT FILM (Animated),Trevor Jimenez,"""Weekends""",nominee
2019,SHORT FILM (Live Action),Vincent Lambe,"""Detainment""",nominee
2019,SHORT FILM (Live Action),Darren Mahon,"""Detainment""",nominee
2019,SHORT FILM (Live Action),Jeremy Comte,"""Fauve""",nominee
2019,SHORT FILM (Live Action),Maria Gracia Turgeon,"""Fauve""",nominee
2019,SHORT FILM (Live Action),Marianne Farley,"""Marguerite""",nominee
2019,SHORT FILM (Live Action),Marie-Hélène Panisset,"""Marguerite""",nominee
2019,SHORT FILM (Live Action),Rodrigo Sorogoyen,"""Mother""",nominee
2019,SHORT FILM (Live Action),María del Puy Alvarado,"""Mother""",nominee
2019,SOUND EDITING,Benjamin A. Burtt,"""Black Panther""",nominee
2019,SOUND EDITING,Steve Boeddeker,"""Black Panther""",nominee
2019,SOUND EDITING,Ai-Ling Lee,"""First Man""",nominee
2019,SOUND EDITING,Mildred Iatrou Morgan,"""First Man""",nominee
2019,SOUND EDITING,Ethan Van der Ryn,"""A Quiet Place""",nominee
2019,SOUND EDITING,Erik Aadahl,"""A Quiet Place""",nominee
2019,SOUND EDITING,Sergio Díaz,"""Roma""",nominee
2019,SOUND EDITING,Skip Lievsay,"""Roma""",nominee
2019,SOUND MIXING,Steve Boeddeker,"""Black Panther""",nominee
2019,SOUND MIXING,Brandon Proctor,"""Black Panther""",nominee
2019,SOUND MIXING,Peter Devlin,"""Black Panther""",nominee
2019,SOUND MIXING,Jon Taylor,"""First Man""",nominee
2019,SOUND MIXING,Frank A. Montaño,"""First Man""",nominee
2019,SOUND MIXING,Ai-Ling Lee,"""First Man""",nominee
2019,SOUND MIXING,Mary H. Ellis,"""First Man""",nominee
2019,SOUND MIXING,Skip Lievsay,"""Roma""",nominee
2019,SOUND MIXING,Craig Henighan,"""Roma""",nominee
2019,SOUND MIXING,José Antonio García,"""Roma""",nominee
2019,SOUND MIXING,Tom Ozanich,"""A Star Is Born""",nominee
2019,SOUND MIXING,Dean Zupancic,"""A Star Is Born""",nominee
2019,SOUND MIXING,Jason Ruder,"""A Star Is Born""",nominee
2019,SOUND MIXING,Steve Morrow,"""A Star Is Born""",nominee
2019,VISUAL EFFECTS,Dan DeLeeuw,"""Avengers: Infinity War""",nominee
2019,VISUAL EFFECTS,Kelly Port,"""Avengers: Infinity War""",nominee
2019,VISUAL EFFECTS,Russell Earl,"""Avengers: Infinity War""",nominee
2019,VISUAL EFFECTS,Dan Sudick,"""Avengers: Infinity War""",nominee
2019,VISUAL EFFECTS,Christopher Lawrence,"""Christopher Robin""",nominee
2019,VISUAL EFFECTS,Michael Eames,"""Christopher Robin""",nominee
2019,VISUAL EFFECTS,Theo Jones,"""Christopher Robin""",nominee
2019,VISUAL EFFECTS,Chris Corbould,"""Christopher Robin""",nominee
2019,VISUAL EFFECTS,Roger Guyett,"""Ready Player One""",nominee
2019,VISUAL EFFECTS,Grady Cofer,"""Ready Player One""",nominee
2019,VISUAL EFFECTS,Matthew E. Butler,"""Ready Player One""",nominee
2019,VISUAL EFFECTS,David Shirk,"""Ready Player One""",nominee
2019,VISUAL EFFECTS,Rob Bredow,"""Solo: A Star Wars Story""",nominee
2019,VISUAL EFFECTS,Patrick Tubach,"""Solo: A Star Wars Story""",nominee
2019,VISUAL EFFECTS,Neal Scanlan,"""Solo: A Star Wars Story""",nominee
2019,VISUAL EFFECTS,Dominic Tuohy,"""Solo: A Star Wars Story""",nominee
2019,WRITING (Adapted Screenplay),Joel Coen,"""The Ballad of Buster Scruggs""",nominee
2019,WRITING (Adapted Screenplay),Ethan Coen,"""The Ballad of Buster Scruggs""",nominee
2019,WRITING (Adapted Screenplay),Nicole Holofcener,"""Can You Ever Forgive Me?""",nominee
2019,WRITING (Adapted Screenplay),Jeff Whitty,"""Can You Ever Forgive Me?""",nominee
2019,WRITING (Adapted Screenplay),Barry Jenkins,"""If Beale Street Could Talk""",nominee
2019,WRITING (Adapted Screenplay),Eric Roth,"""A Star Is Born""",nominee
2019,WRITING (Adapted Screenplay),Bradley Cooper,"""A Star Is Born""",nominee
2019,WRITING (Adapted Screenplay),Will Fetters,"""A Star Is Born""",nominee
2019,WRITING (Original Screenplay),Deborah Davis,"""The Favourite""",nominee
2019,WRITING (Original Screenplay),Tony McNamara,"""The Favourite""",nominee
2019,WRITING (Original Screenplay),Paul Schrader,"""First Reformed""",nominee
2019,WRITING (Original Screenplay),Alfonso Cuarón,"""Roma""",nominee
2019,WRITING (Original Screenplay),Adam McKay,"""Vice""",nominee
2018,ACTOR IN A LEADING ROLE,Gary Oldman,"""Darkest Hour""",Winner
2018,ACTOR IN A SUPPORTING ROLE,Sam Rockwell,"""Three Billboards outside Ebbing, Missouri""",Winner
2018,ACTRESS IN A LEADING ROLE,Frances McDormand,"""Three Billboards outside Ebbing, Missouri""",Winner
2018,ACTRESS IN A SUPPORTING ROLE,Allison Janney,"""I, Tonya""",Winner
2018,ANIMATED FEATURE FILM,Lee Unkrich,"""Coco""",Winner
2018,ANIMATED FEATURE FILM,Darla K. Anderson,"""Coco""",Winner
2018,CINEMATOGRAPHY,Roger A. Deakins,"""Blade Runner 2049""",Winner
2018,COSTUME DESIGN,Mark Bridges,"""Phantom Thread""",Winner
2018,DIRECTING,Guillermo del Toro,"""The Shape of Water""",Winner
2018,DOCUMENTARY (Feature),Bryan Fogel,"""Icarus""",Winner
2018,DOCUMENTARY (Feature),Dan Cogan,"""Icarus""",Winner
2018,DOCUMENTARY (Short Subject),Frank Stiefel,"""Heaven Is a Traffic Jam on the 405""",Winner
2018,FILM EDITING,Lee Smith,"""Dunkirk""",Winner
2018,FOREIGN LANGUAGE FILM,Chile,"""A Fantastic Woman""",Winner
2018,MAKEUP AND HAIRSTYLING,Kazuhiro Tsuji,"""Darkest Hour""",Winner
2018,MAKEUP AND HAIRSTYLING,David Malinowski,"""Darkest Hour""",Winner
2018,MAKEUP AND HAIRSTYLING,Lucy Sibbick,"""Darkest Hour""",Winner
2018,MUSIC (Original Score),Alexandre Desplat,"""The Shape of Water""",Winner
2018,MUSIC (Original Song),Kristen Anderson-Lopez,"""Coco""",Winner
2018,MUSIC (Original Song),Robert Lopez,"""Coco""",Winner
2018,BEST PICTURE,Guillermo del Toro,"""The Shape of Water""",Winner
2018,BEST PICTURE,J. Miles Dale,"""The Shape of Water""",Winner
2018,PRODUCTION DESIGN,Paul Denham Austerberry,"""The Shape of Water""",Winner
2018,PRODUCTION DESIGN,Shane Vieau,"""The Shape of Water""",Winner
2018,PRODUCTION DESIGN,Jeffrey A. Melvin,"""The Shape of Water""",Winner
